id	author_id	base_language	text	posted_time_in_years
10322	4539	hin	bc remakes,  biopics..sirf paise kamane hai bhosdi walo ko only bcz of few creative ppl bollywood is still surviving..	2018
10364	4539	hin	kya tweet hai ye? to srk konsa bada todu hai bc ? lol..	2018
10589	4539	hin	what's this nolan srk chutiyapa..  movie thodi bana re hai wo ..calm down 	2018
10638	4539	hin	gadda le lo salman  these guys are hilarious!	2018
11063	4539	hin	aib jo salman and race  ki le ra hai insta pe kuch din se.. 	2018
11079	4539	hin	my uncle just said. salman khan ki picture release hua kya.. jaate hai dekhane sab ..i was like wtf..	2018
11381	4539	hin	salman khan is haggu 	2018
11520	4539	hin	srk went for chaddi pe gaddi offer . beti ke liye magazine cover aur khud ke liye ye	2018
11585	4539	hin	alia janhavi in a period film by karan johar  .  straight boycott!!.  bollywood me kachra jama nai hone denge	2018
12345	4539	hin	pure fanbase ko lead karne wala hi gudpaw hai to ye chele bhi kya karenge . srk 's gud warrior lmao. yedzawe bharale ahet bc	2018
12344	4539	hin	srk male fans are typical mohalle wali aunty types..always doing panchayat about deepika and other stars. comparing those pics ,rt for this and all to create fanwars. are bhosadiwalo chakke chale chodo jara.  better promote jeero other wise this one will flop as well.. 	2018
12404	4539	hin	"this random manchester tourist in india when asked about bollywood. - "" me bollywood nai janta par 'padmavat'  actress bahut sudar hai "" """	2018
12421	4539	hin	in budhhe srk salman ko kyu le re ho yar.. hrithik ko lelo.	2018
12436	4539	hin	and we have these other khans  salman and srk  who don't care about audience and serve them tattti pe tattti . janta maaf nai karegi.	2018
3921	2366	hin	wale jaise nautanki ka hona b jaruri hai, ni to politics m twist or mze kaise aate. like a mass entertainer of bollywood film	2015
8436	2366	hin	ppl of delhi never assume d way of dirty politics playing by   janta maaf nahi karegi	2017
3921	2366	hin	wale jaise nautanki ka hona b jaruri hai, ni to politics m twist or mze kaise aate. like a mass entertainer of bollywood film	2015
11407	2366	hin	these bloody so called feminism are just like part  of award wapasi gang just before  election. all of you will remain untold history of bollywood in coming days. jai hind   पे भी कुछ बोलो अब	2018
4381	3975	hin	salman khan! dude till now there are no favs only! sab boring hai	2015
5714	3030	hin	bhai politics band kar. kameenay pan ki bhi ha hoti hai. aaj kanahiya ko bhool gayay? thooo hai tum aap walon par. dhulay hai ....	2016
5868	3030	hin	dalit uthan ka deka kya modi aur rss nay hee lay rakha hai? kejri nay siway dalit politics kay kya kiya gai?	2016
5867	3030	hin	apnee soch dekho tum log.kitnee gandi aur giree soch hai kejriwal ki jo is baat par bhee politics kar raha hai	2016
5866	3030	hin	samanta jarorat say jayda hai.aap vote bank politics kay liyay bevajah tool dey rahi hai. janta moorkh nahee h	2016
3582	1312	hin	yakub ko appoint kar lo and run the government. mercy petition bhi sign karte rehna. gud idea na...	2015
4043	311	hin	jharkhand chooose bjp and world bank reports  nd best state in doing business.bihar will be busy in caste politics	2015
4250	311	hin	to secularism aur appeasment politics mein farak karo....	2015
4249	311	hin	appeasment politics or scularism mein bohut farak hota hai dude..pehle samjho usse.	2015
6033	311	hin	kya insult kari apni man ki baat poll se..chodo politics	2016
6038	311	hin	haan but kejriwal rahul ke liye secularism ka matlab hai appeasment politics	2016
6162	311	hin	sir un students ka kya hoga jo state boards se pass out hue hai.unko cbse ka pattern nahi aaata.har cheez mein politics	2016
6309	311	hin	sir comment about kirana,malda,purnia,mathura also...saap kyun soog jaata hai..har cheez mein politics karte ho	2016
6464	311	hin	ucc is given by dr bhim rao ambedkar..it is dere in consitution..bohut ambedkar par politics karte ho	2016
13931	311	hin	congress ne kya jawab diya tha / ke baad ..kadi ninda .....tumhe mubarak ho absent minded dynast ...hum self made logo ke fan hai like modi , srk, akshay	2019
4346	2153	hin	salman ne suyyash ko nanga kar diya hahahahahahah	2015
3585	2272	hin	true... pata hi nahi chalta to behtar tha.. now everyone doing politics over it. :/	2015
10226	2272	hin	bass haan hadh hai :/ harr baat mein srk ko target ker lo ;)	2018
10388	2272	hin	yeah hoti hai but don’t think srk blv in it	2018
11676	2272	hin	mjhe laga at the end srk will jump in to picture as well 	2018
3297	1418	hin	"movie names like ""second hand husband"" and songs like ""mata ka e-mail aaya hai"" have made bollywood a real joke"	2015
23878	3946	hin	"वह आपको मूर्ख बना रहे हैं  और आप बन गए - जब जनवरी में यह मामला उठा था तभी समझ जाना चाहिए था अब वकील क्या कह रहे हैं  ""चुनाव तक फैसला रोक दीजिए ""  कुछ समझे ?"	2022
7253	3946	hin	srk n co. agar sir k bal ulte bhi khare ho jayen tou nationalist wouldnt go to see their movies	2016
5340	4106	hin	ye bhi koi waqt hai politics ki? 	2016
5387	4636	hin	i saw many posts of guys gifting roses on this day.saalon ne koi match bhi dekha kya? be a child. not srk.. filmy.. first love cricket.	2016
6724	1785	hin	dalito ka kawach pehn kar sabhi parties politics mein lad rahi hein. unki aapsi ladaein  mein bechara dalit kuchala ja raha hein...sad	2016
3718	2009	hin	sebi busts fresh rs . crore tax evasion case; bans bp jhunjhunwala.	2015
5739	3292	hin	retracts m his earlier statement proposing  punish women who choose  have an abortion	2016
5908	3292	hin	: .% voting  recorded till  am media report	2016
9903	3292	hin	"""baap bada na bhaiya sab se bada rupaiya kaya bechta hai ye kavaiya while in rome do as the romans do while in politics do as the politicians do  has done nothing which is new sold only probity &amp; honesty which was due"	2018
22320	3292	hin	hindu mera dharam hai hindu mera vansh hai hindu meri jaat hai hindu meri pehchan hai garv se kaho hum hindu hai  politics divide us on caste no body is borne as  every one is borne as human being our karamas give us this identity	2021
23070	3292	hin	maharashtra politics bana dhobhighat politicians of all shades washing dirty linens in public &amp; exposing each other's sins weaknesses &amp; corrupt practices opportunity for central agencies to verify &amp; investigate exposes that each one is making against other hamam mei sab nange	2021
23361	3292	hin	divide hindus for vote politics h a r a m i manjhi	2021
23591	3292	hin	looking for more greener pastures couldn't have much opportunity to eat there politics of no philosophy no sense  jahan pe dekhi tawa parat wahi gujari sari raat	2022
22874	3292	hin	bollywood ke dalle hai yeh	2021
3597	3861	hin	vyapam ka papa aaj-kal delhi me jyada rah ta h.lagta h ki central government me bhi vapam suru kar ne ki kosis chal rahi h.	2015
5006	3861	hin	or bjp ne to kabhi politics ki hi nahi h bjp wale to bade doodh ke dhule huye h.jin ki daal hi puri kaali hoti h.	2016
5054	3861	hin	sanghi ka kaam hi h dharam ke naam per logon ko aapas me ladana.shameful politics by bjp.	2016
1813	3861	hin	aisi badi-badi baaten kar ne wale to sabse pahle bik te han.	2015
3574	3861	hin	salman khan,shalim khan shiv sena se darr gaye......	2015
4360	4608	hin	politics khul ke karo na mam. man hai politics mein to kaam journalist ka kyon?come out and fight a political battle with modi	2015
4611	4608	hin	muslim votebank politics kari tumne, badlaav ki baat karte ho.  saal congress yahi kar rahi thi, tumne bhi wahi kiya.	2015
5017	1982	hin	when government offices play kho kho with you. took me + hours to get the right offices :(	2016
14764	1982	hin	maya tho akshay aur srk le gaye bhai	2019
17513	1041	hin	when you can run with relevant papers to bank to withdraw the money sent by government then why you can not show your identity as citizen of india?ाफिर_कागज_मांगेगा	2020
3499	1153	hin	salman khan ne poore india ko chootiya banaya the tickets cost on weekend was rs./-	2015
17515	3383	hin	arey paglo emergency k time toh politics khelna bandh karo.	2020
4300	1979	hin	such people protected by bjp/ pm like vasundara raje exposed in modi gate scam,	2015
4881	4256	hin	appointmeny of up lokayukta : what an unseemly spectacle?  via	2015
3673	2844	hin	government ban bikini in goa  sab ban kardo bc	2015
9600	2844	hin	where is government ? why padmavati is banned ? public supari bhi de rahi hai ab on tv haha	2017
3662	4846	hin	this is right time for u to enter politics jai bharat jai modi	2015
6442	4846	hin	india jumps  places in world bank’s logistics performance index  via nmap	2016
6440	4846	hin	india jumps  places in world bank’s logistics performance index  via nmapp	2016
6487	4846	hin	minimum government maximum governance मंत्र पर काम कर रही है मोदी सरकार	2016
6529	4846	hin	pm narendra modi’s labour reforms gets thumbs up from ilo  via nmapp	2016
6751	4846	hin	bulk of reforms expected from government are largely done: rahul bajoria  via nmapp	2016
6896	4846	hin	pm modi: our government's motto is to reform, perform, transform  via nmapp	2016
6904	4846	hin	pm modi: our government's motto is to reform, perform, transform  via nmapp	2016
7261	4846	hin	visit to india shows importance of bilateral relations: theresa may  via nmapp	2016
7432	4846	hin	camera action politics ागल_हैं	2016
7786	4846	hin	ात_कहूँ pappu ab kabhi bhi salman khan ki jese topless hone wala hai	2017
3680	3813	hin	politics is a public figure, and if u r a stranger not a friend then i wouldn't have even reacted, kitane aake likh jaate hai.	2015
6096	3813	hin	"% image of  is destroyed by bollywood directors like ""prakash jha"", nobody ever captured the greatness of bihar.  rt if agree."	2016
5332	2361	hin	discussions with government on mpc over, says rajan	2016
7376	2361	hin	"government can’t bring back black money in  years: sharad yadav ""rajya sabha"""	2016
7971	2361	hin	edappadi palanisamy's meeting with governor ends. he stakes claim to form government: jaya tv.	2017
6114	2361	hin	for  in , there’s life beyond aishwarya rai, sonamkapur	2016
6726	2361	hin	“” doesn’t have religion angle:	2016
6777	2361	hin	“every time i stepped on  field, i was  in some sort” - brett lee	2016
6968	2361	hin	beta ho toh aisa:  on son	2016
7221	2361	hin	ae dil hai mushkil earns praise from celebs at screening in mumbai	2016
7227	2361	hin	amitabh bachchan starrer sarkar  in trouble	2016
7242	2361	hin	salman khan’s bodyguard shera booked for assault charges in mumbai	2016
7240	2361	hin	ranveer singh and aditi rao hydari turn couple for padmavati	2016
7239	2361	hin	intriguing factors about ae dil hai mushkil you need to know	2016
7258	2361	hin	mumbai based lawyer files complaint against shivaay for ‘bol har har’ song	2016
7418	2361	hin	sushant, kriti starrer ‘raabta’ to release on june ,	2016
7614	2361	hin	salman khan throws priyanka jagga out of ‘bigg boss ’	2016
7689	2361	hin	shah rukh’s hard-hitting ‘raees’ dialogue inspires a cobbler from mumbai	2017
7739	2361	hin	it’s out! new track ‘udi udi jaye’ from ‘raees’	2017
7754	2361	hin	action scenes in 'xxx' were challenging, says deepika padukone	2017
7938	2361	hin	ranbir, katrina starrer jagga jasoos to feature  songs	2017
7951	2361	hin	sonam kapoor gaga over swara’s ‘anaarkali of aaraah’ act	2017
8131	2361	hin	in pictures: katrina kaif joins salman khan for ‘tiger zinda hai’ shoot in	2017
8196	2361	hin	kjo shares a glimpse of baby nursery for roohi and yash made by gauri khan	2017
8281	2361	hin	first look of sushant-kriti starrer ‘raabta’ out, duo shares crackling chemistry	2017
24062	2361	hin	:  and  on the sets of ; the actress says ‘mein apne boyfriend ko pick up karna aaye hoon	2022
2815	3838	hin	just for fun:- dawood surrenders.he is keen return.after salman&amp;jay averdict!he has full faith in indian judiciary	2015
3696	2027	hin	modi says going to jail makes a man bad for politics. target's lalu. what about maya kodnani amit shah etc.	2015
